SOURCE_SYSTEM,REGION,COUNTRY,Priority_Brand,GMC_Category_Code,GMC_Category_Name,GMC_Subcategory_Code,GMC_Subcategory_Name,GMC_BRAND_CODE,GMC_BRAND_B1,B2_SUBBRAND_CODE2,B2_SUBBRAND2,SOURCE_BRAND_NAME,Source_Brand_Code,Source_Subcategory_Name,Source_Subcategory_Code,Source_Category_Name,Source_Category_Code,Source_Need_State,Mapping_Quality
,,,,,,,,,,,,Neutrogena Norwegian Formula,,Face Care Anti-Age,,Face Care,,Skin Care,
,,,,,,,,,,,,Penaten,,Cold & Flu,,Cough and Cold,,Self Care,
,,,,,,,,,,,,Neutrogena Clear & Defend,,Face Care Medicated,,Face Care,,Skin Care,
,,,,,,,,,,,,Neutrogena Norwegian Formula,,Face Care Regular,,Face Care,,Skin Care,
,,,,,,,,,,,,Aveeno Ultra-Calming,,Face Care Regular,,Face Care,,Skin Care,
TSKU (TDP),LATAM,Brazil,,,,,,B10005,Aveeno Adult,,,OGX,,Regular Shampoo,,Hair Care,,Skin Care,
TSKU (TDP),LATAM,Brazil,,,,,,B10016,Aveeno Baby,,,O.B. Organic,,Tampons,,FemCare,,Essential Health,
Perfect Store Rebase,APAC,China,1,,,,,B10005,Aveeno Adult,,,Neutrogena,,,,Non-Amazon,,Spike SKUs,0
TSKU (TDP),APAC,China,1,,,,,B10005,Aveeno Adult,,,Neutrogena,,Hand Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,
TSKU (TDP),APAC,China,1,,,,,B10016,Aveeno Baby,,,Listerine,,Regular Mouthwash,,Oral Care,,Essential Health,
TSKU (TDP),APAC,China,1,,,,,B10005,Aveeno Adult,,,Aveeno Skin Relief,,,,,,Spike SKUs,
TSKU (TDP),APAC,China,1,,,,,B10005,Aveeno Adult,,,Listerine,,,,Amazon,,Spike SKUs,
TSKU (TDP),APAC,China,1,,,,,B10005,Aveeno Adult,,,Lubriderm Advanced Therapy,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,
TSKU (TDP),APAC,China,1,,,,,B10005,Aveeno Adult,,,Neutrogena Healthy Defense,,Sun Protection,,Sun Care,,Skin Care,
TSKU (TDP),APAC,China,1,,,,,B10005,Aveeno Adult,,,Nicorette,,Spray,,Smoking Cessation,,Self Care,
,,,,,,,,,,,,Aveeno Daily Moisturizing,,,,Amazon,,Spike SKUs,
,,,,,,,,,,,,Listerine Nightly Reset,,,,Oral Care,,Essential Health,
,,,,,,,,,,,,Neutrogena Hydro Boost,,Hand Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,
,,,,,,,,,,,,Maui Moisture Nourish & Moisture,,Conditioner,,Hair Care,,Skin Care,
,,,,,,,,,,,,Aveeno Dermexa,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,
TSKU (TDP),EMEA,Germany,1,,BODY CLEANSING,,,B10005,Aveeno Adult,,,OGX Nourishing,,Regular Shampoo,,Hair Care,,Skin Care,
TSKU (TDP),EMEA,Germany,1,,"HAND, BODY & FOOT MOISTURIZING",,,B10005,Aveeno Adult,,,Maui Moisture Curl Quench,,Regular Shampoo,,Hair Care,,Skin Care,
TSKU (TDP),EMEA,Germany,1,,BABY TOILETRIES,,,B10016,Aveeno Baby,,,Neutrogena Healthy Skin,,Face Care Anti-Age,,Face Care,,Skin Care,
TSKU (TDP),EMEA,Germany,1,,KIDS/CHILD CARE,,,B10016,Aveeno Baby,,,Listerine Ultraclean,,,,Oral Care,,Essential Health,
TSKU (TDP),EMEA,Germany,1,,FACIAL MOISTURIZERS & TREATMENTS,,,B10005,Aveeno Adult,,,Listerine Pocket Paks,,,,Oral Care,,Essential Health,
TSKU (TDP),EMEA,Germany,1,,,,,B10005,Aveeno Adult,,,Neutrogena Refreshingly Clear,,Face Care Regular,,Face Care,,Skin Care,
TSKU (TDP),EMEA,Germany,1,,"HAND, BODY & FOOT MOISTURIZING",,,B10005,Aveeno Adult,,,Desitin,,,,,,Skin Care,
TSKU (TDP),EMEA,Germany,1,,SHAMPOO,,,B10005,Aveeno Adult,,,Neutrogena Blackhead Eliminating,,Face Care Medicated,,Face Care,,Skin Care,
TSKU (TDP),EMEA,Germany,1,,SUN PROTECTION,,,B10005,Aveeno Adult,,,Aveeno Stress Relief,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,
Clavis,APAC,India,1,,,,,B10005,Aveeno Adult,,,Aveeno Absolutely Ageless,,Face Care Anti-Age,,Face Care,,Skin Care,
Clavis,APAC,India,1,,,,,B10005,Aveeno Adult,,,Aveeno Baby,,Bath,,Baby Toiletries,,Essential Health,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,Piz Buin Mountain,,Lip Moisturising,,Lip Moisturising,,Skin Care,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,Piz Buin Tan And Protect,,Aftersun,,Sun Care,,Skin Care,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,Terzolin,,Medicated Shampoo,,Hair Care,,Skin Care,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,Neutrogena Norwegian Formula,,,,,,Skin Care,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,Neostrata,,Face Care Medicated,,Face Care,,Skin Care,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,AVEENO,,AVEENO SR Body Wash FF,,Beauty Care,,,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,AVEENO,,AVEENO SR FF Lotion,,Beauty Care,,,
Perfect Store Rebase,APAC,India,1,,,,,B10005,Aveeno Adult,,,AVEENO,,Aveeno SR Moisturizing Lotion,,Beauty Care,,,
TSKU (TDP),APAC,India,1,,,,,B10016,Aveeno Baby,,,Aveeno,,,,Baby Toiletries,,Baby Care,
Clavis,APAC,Japan,1,,,,,B10005,Aveeno Adult,,,Aveeno,,Lotion,,Body,,Beauty,
TSKU (TDP),APAC,Japan,1,,,,,B10005,Aveeno Adult,,,Aveeno,,,,Adult Body Moisturisers,,Body Care,
Perfect Store Dashboard,EMEA,United Kingdom,1,C40008,Baby Toiletries,,,B10016,Aveeno Baby,,,Aveeno,,Baby Toiletries,,Baby,,,1
Perfect Store Dashboard,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10005,Aveeno Adult,,,Aveeno,,Body Moisturiser,,Beauty,,,1
Perfect Store Dashboard,EMEA,United Kingdom,1,C40045,Facial Moisturizers & Treatments,,,B10005,Aveeno Adult,,,Aveeno,,Facial Care,,Beauty,,,0
Perfect Store Dashboard,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50066,Hand Moisturizing,B10005,Aveeno Adult,,,Aveeno,,Hand Moisturiser,,Beauty,,,1
Perfect Store Dashboard,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10005,Aveeno Adult,,,Aveeno,,"Hand, Body & Lip",,Beauty,,,0
Profitero,EMEA,United Kingdom,1,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10005,Aveeno Adult,,,Aveeno,,Bath,,Adult Body Cleansing,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10005,Aveeno Adult,,,Aveeno,,Shower,,Adult Body Cleansing,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40009,Baby Wipes,C50037,Bottom Wipes,B10016,Aveeno Baby,,,Aveeno,,Baby Nappy Wipes,,Baby Nappy Wipes,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,0,0,B10016,Aveeno Baby,,,Aveeno,,,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10005,Aveeno Adult,,,Aveeno,,Cleansers,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,1,C40010,Body Cleansing,0,0,B10005,Aveeno Adult,,,Aveeno,,,,Bath & Body,,Beauty,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,0,0,B10005,Aveeno Adult,,,Aveeno,,Body Moisturiser,,Body Skincare,,Health & Beauty,1
Profitero,EMEA,United Kingdom,1,C40041,Conditioner,C50041,Conditioner,B10005,Aveeno Adult,,,Aveeno,,Normal Hair - Everyday Conditioner,,Conditioner,,Health & Beauty,1
Profitero,EMEA,United Kingdom,1,C40045,Facial Moisturizers & Treatments,C50095,Regular Facial Moisturizers,B10005,Aveeno Adult,,,Aveeno,,Face Care Regular,,Face Care,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40041,Conditioner,C50041,Conditioner,B10005,Aveeno Adult,,,Aveeno,,Conditioner,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40063,Shampoo,C50096,Shampoo,B10005,Aveeno Adult,,,Aveeno,,Regular Shampoo,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10005,Aveeno Adult,,,Aveeno,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50066,Hand Moisturizing,B10005,Aveeno Adult,,,Aveeno,,Hand Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40063,Shampoo,C50096,Shampoo,B10005,Aveeno Adult,,,Aveeno,,Normal Hair - Everyday Shampoo,,Shampoo,,Health & Beauty,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,0,0,B10005,Aveeno Adult,,,Aveeno,,Body,,Skin Care,,Beauty,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,0,0,B10005,Aveeno Adult,,,Aveeno,,Body,,Skin Care,,Beauty,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,0,0,B10005,Aveeno Adult,,,Aveeno,,body skincare,,skincare,,beauty & skincare,1
Profitero,EMEA,United Kingdom,1,C40065,Sun Protection,0,0,B10005,Aveeno Adult,,,Aveeno,,Sun Protection,,Sun Care,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,0,0,B10005,Aveeno Adult,,,Aveeno,,,,,,Skin Care,0
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,0,0,B10005,Aveeno Adult,,,Aveeno,,,,,,beauty & skincare,0
TSKU (TDP),EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10005,Aveeno Adult,,,Aveeno,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10005,Aveeno Adult,,,Aveeno,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40008,Baby Toiletries,,,B10016,Aveeno Baby,,,Aveeno,,,,Baby Toiletries,,Baby Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40008,Baby Toiletries,,,B10016,Aveeno Baby,,,Aveeno,,,,Baby Toiletries,,Baby Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40041,Conditioner,C50041,Conditioner,B10005,Aveeno Adult,,,Aveeno,,,,Conditioner,,Hair Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40045,Facial Moisturizers & Treatments,C50018,Anti Age Facial Moisturizers,B10005,Aveeno Adult,,,Aveeno,,,,Face Care Anti-Age,,Facial Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40045,Facial Moisturizers & Treatments,C50095,Regular Facial Moisturizers,B10005,Aveeno Adult,,,Aveeno,,,,Face Care Regular,,Facial Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50066,Hand Moisturizing,B10005,Aveeno Adult,,,Aveeno,,,,Hand Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40063,Shampoo,C50134,Medicated Shampoo,B10005,Aveeno Adult,,,Aveeno,,,,Medicated Shampoo,,Hair Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40063,Shampoo,C50096,Shampoo,B10005,Aveeno Adult,,,Aveeno,,,,Regular Shampoo,,Hair Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10005,Aveeno Adult,,,Aveeno,,,,Shower,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40010,Body Cleansing,C50009,Adult Body Cleansing,B10005,Aveeno Adult,,,Aveeno,,,,Shower,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,1,C40065,Sun Protection,,,B10005,Aveeno Adult,,,Aveeno,,,,Sun Protection,,Sun Care,1
TSKU (TDP),NA,United States,1,Facial Cleansers,,,Acne Facial Cleansing,B10005,Aveeno Adult,,,AVEENO,,ACNE CLEANSING,,ACNE FACE CARE,,FACIAL CARE,1
TSKU (TDP),NA,United States,1,Hand Body & Foot Moisturizing,,,Adult Body Moisturizing,B10005,Aveeno Adult,,,AVEENO,,ALLERGY ANTI ITCH,,ALLERGY CARE,,ALLERGY CARE,0
TSKU (TDP),NA,United States,1,Kids/Child Care,,,Kids Cleansers,B10016,Aveeno Baby,,,AVEENO,,BABY TOILETRIES,,BABY & KIDS TOILETRIES,,BABY CARE,0
TSKU (TDP),NA,United States,1,Baby Wipes,,,Bottom Wipes,B10016,Aveeno Baby,,,AVEENO,,BABY WIPES,,BABY WIPES,,BABY CARE,1
TSKU (TDP),NA,United States,1,Body Cleansing,,,Adult Body Cleansing,B10005,Aveeno Adult,,,AVEENO,,ADULT BODY CLEANSING LIQUID,,BODY CLEANSING,,BODY CARE,1
TSKU (TDP),NA,United States,1, Body Cleansing,,,Body Cleansing- All Other,B10005,Aveeno Adult,,,AVEENO,,BODY CARE COMBO PACKS,,BODY CLEANSING,,BODY CARE,0
TSKU (TDP),NA,United States,1, Body Cleansing,,,Body Cleansing- All Other,B10005,Aveeno Adult,,,AVEENO,,GENDER NEUTRAL SHAVING,,GENDER NEUTRAL SHAVING,,OTHER,0
TSKU (TDP),NA,United States,1,Conditioner,,,Conditioner,B10005,Aveeno Adult,,,AVEENO,,CONDITIONER,,HAIR CARE,,HAIR CARE,1
TSKU (TDP),NA,United States,1,Shampoo,,,Shampoo,B10005,Aveeno Adult,,,AVEENO,,SHAMPOO,,HAIR CARE,,HAIR CARE,1
TSKU (TDP),NA,United States,1,Hair Treatments,,,Hair Treatments,B10005,Aveeno Adult,,,AVEENO,,STYLING AIDS,,HAIR CARE,,HAIR CARE,0
TSKU (TDP),NA,United States,1,Hand Body & Foot Moisturizing,,,Adult Body Moisturizing,B10005,Aveeno Adult,,,AVEENO,,BODY MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
TSKU (TDP),NA,United States,1,Hand Body & Foot Moisturizing,,,Foot Moisturizing,B10005,Aveeno Adult,,,AVEENO,,FOOT MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
TSKU (TDP),NA,United States,1,Hand Body & Foot Moisturizing,,,Hand Moisturizing,B10005,Aveeno Adult,,,AVEENO,,HAND MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
TSKU (TDP),NA,United States,1,Men's Skin Health,,,Men's Shaving,B10005,Aveeno Adult,,,AVEENO,,MENS SHAVING,,MEN'S CARE,,OTHER,1
TSKU (TDP),NA,United States,1,Facial Cleansers,,,Non-Acne Facial Cleansing Wipes,B10005,Aveeno Adult,,,AVEENO,,NON-ACNE CLEANSING,,NON-ACNE FACE CARE,,FACIAL CARE,0
TSKU (TDP),NA,United States,1,Facial Moisturizers & Treatments,,,Regular Facial Moisturizers,B10005,Aveeno Adult,,,AVEENO,,NON-ACNE FMT,,NON-ACNE FACE CARE,,FACIAL CARE,0
TSKU (TDP),NA,United States,1,Sun Protection,,,Regular Face Sun Protection,B10005,Aveeno Adult,,,AVEENO,,SUN PROTECTION AND TANNERS,,SUN CARE,,SUN CARE,0
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,China,1,,,,,B10016,Aveeno Baby,,,AVEENO BABY,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clavis,APAC,India,1,,,,,B10016,Aveeno Baby,,,Aveeno Baby,,Baby Body Care,,Baby Toiletries,,Baby Care,
Clavis,APAC,India,1,,,,,B10016,Aveeno Baby,,,Aveeno Baby,,Baby Cleansers,,Baby Toiletries,,Baby Care,
Perfect Store Rebase,APAC,India,1,,,,,B10016,Aveeno Baby,,,AVEENO Baby,,AVEENO BABY DAILY MOISTURE WASH SHAMPOO,,Baby Care,,,
Perfect Store Rebase,APAC,India,1,,,,,B10016,Aveeno Baby,,,AVEENO Baby,,AVEENO BABY SOOTHING RELIEF MOISTURE CREAM,,Baby Care,,,
Perfect Store Rebase,APAC,India,1,,,,,B10016,Aveeno Baby,,,AVEENO Baby,,Aveeno Bath,,Baby Care,,,
Perfect Store Rebase,APAC,India,1,,,,,B10016,Aveeno Baby,,,AVEENO Baby,,Daily Moisture Lotion,,Baby Care,,,
Perfect Store Rebase,APAC,India,1,,,,,B10016,Aveeno Baby,,,AVEENO Baby,,Soothing Relief Moisture Cream,,Baby Care,,,
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,C50032,Baby Body Care Lotions,B10016,Aveeno Baby,,,Aveeno Baby,,"Baby Lotions, Creams & Oils",,Baby & Toddler Toiletries,,Baby & Toddler,1
Profitero,EMEA,United Kingdom,1,C40009,Baby Wipes,C50037,Bottom Wipes,B10016,Aveeno Baby,,,Aveeno Baby,,Baby Nappy Wipes,,Baby Nappy Wipes,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10016,Aveeno Baby,,,Aveeno Baby,,Bath,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,C50036,Baby Shampoo,B10016,Aveeno Baby,,,Aveeno Baby,,Hair Care,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,C50032,Baby Body Care Lotions,B10016,Aveeno Baby,,,Aveeno Baby,,Milks/Lotions,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,C50026,Baby Cleanser Bar Soaps,B10016,Aveeno Baby,,,Aveeno Baby,,Soaps,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,0,0,B10016,Aveeno Baby,,,Aveeno Baby,,,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,0,0,B10016,Aveeno Baby,,,Aveeno Baby,,baby & child toiletries,,bathing & changing,,baby & child,1
Profitero,EMEA,United Kingdom,1,C40063,Shampoo,C50096,Shampoo,B10016,Aveeno Baby,,,Aveeno Baby,,Regular Shampoo,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10016,Aveeno Baby,,,Aveeno Baby,,Adult Body Moisturising,,Hand/Body/Foot Moisturising,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10016,Aveeno Baby,,,Aveeno Baby,,Bathing,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,0,0,B10016,Aveeno Baby,,,Aveeno Baby,,Skincare,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,0,0,B10016,Aveeno Baby,,,Aveeno Baby,,,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,1,C40065,Sun Protection,0,0,B10016,Aveeno Baby,,,Aveeno Baby,,Sun Protection,,Sun Care,,Skin Care,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,0,0,B10016,Aveeno Baby,,,Aveeno Baby,,,,,,baby & child,1
Profitero,EMEA,United Kingdom,1,C40008,Baby Toiletries,0,0,B10016,Aveeno Baby,,,Aveeno Baby,,,,,,Essential Health,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,China,1,,,,,B10005,Aveeno Adult,,,AVEENO BODY,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,United Kingdom,1,C40052,Kids/Child Care,,,B10016,Aveeno Baby,,,Aveeno Kids,,Kids Toiletries,,Baby,,,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Clavis,APAC,China,1,,,,,B10016,Aveeno Baby,,,Aveeno/???,,Bath/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10016,Aveeno Baby,,,Aveeno/???,,Combo/??,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10016,Aveeno Baby,,,Aveeno/???,,Lotion/moisturizer/??/??,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10016,Aveeno Baby,,,Aveeno/???,,Powder/???,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10016,Aveeno Baby,,,Aveeno/???,,Suncare/??,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10016,Aveeno Baby,,,Aveeno/???,,TTT/?????,,Baby toiletries/????,,Baby Toiletries,
Clavis,APAC,China,1,,,,,B10005,Aveeno Adult,,,Aveeno/???,,Bath/???,,Body care/????,,Body Cleansing/Lotion,
Clavis,APAC,China,1,,,,,B10005,Aveeno Adult,,,Aveeno/???,,Body lotion/???,,Body care/????,,Body Cleansing/Lotion,
Clavis,APAC,China,1,,,,,B10005,Aveeno Adult,,,Aveeno/???,,Combo/??,,Body care/????,,Body Cleansing/Lotion,
Clavis,APAC,China,1,,,,,B10005,Aveeno Adult,,,Aveeno/???,,Hand cream/???,,Body care/????,,Body Cleansing/Lotion,
Clavis,APAC,China,1,,,,,B10005,Aveeno Adult,,,Aveeno/???,,Hand cream/???,,Hand care/????,,Body Cleansing/Lotion,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),NA,United States,1,Adhesive Bandages,,,Adhesive Bandages,,Band-Aid,,,BABAB,,BABAB,,WOUND CARE,,WOUND CARE,0
TSKU (TDP),NA,United States,1,First Aid,,,First Aid,,Band-Aid,,,BABFA,,BABFA,,WOUND CARE,,WOUND CARE,0
TSKU (TDP),NA,United States,1,First Aid,,,Antiseptic Liquid,,Band-Aid,,,BABFA,,BABFA WASH,,WOUND CARE,,WOUND CARE,1
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,China,1,,,,,,Johnson's Baby,,,BABY,,,,,,,
Perfect Store Rebase,APAC,Japan,,,,,,,,,,BABY,,BabyT,,null,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Baby Care,,Aveeno,,Baby Care,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Baby Care,,Aveeno Baby,,Baby Care,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Baby Care,,Baby Care,,Baby Care,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Baby Care,,Johnson Baby,,Baby Care,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Baby Care,,Johnson's Baby,,Baby Care,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,Baby Care,,null,,Baby Care,,,
Intellibrand,LATAM,Brazil,,,,,,,,,,BABY TOILETRIES,,,,CUIDADO INFANTIL,,,
Intellibrand,LATAM,Brazil,,,,,,,,,,BABY WIPES,,,,CUIDADO INFANTIL,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Baby&kids,,,,Baby Toiletries,C40008,Baby Care,
