SOURCE_SYSTEM,REGION,COUNTRY,Priority_Brand,GMC_Category_Code,GMC_Category_Name,GMC_Subcategory_Code,GMC_Subcategory_Name,GMC_BRAND_CODE,GMC_BRAND_B1,B2_SUBBRAND_CODE2,B2_SUBBRAND2,SOURCE_BRAND_NAME,Source_Brand_Code,Source_Subcategory_Name,Source_Subcategory_Code,Source_Category_Name,Source_Category_Code,Source_Need_State,Mapping_Quality
,,,,,,,,,,,,,,,,,,,
Profitero,EMEA,United Kingdom,,C40063,Shampoo,C50134,Medicated Shampoo,B10109,Nizoral,,,Nizoral,,,,Hair Care,,Skin Care,0
Profitero,EMEA,United Kingdom,,C40063,Shampoo,0,0,B10109,Nizoral,,,Nizoral,,,,,,beauty & skincare,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Nuk,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Rebase,APAC,India,,,,,,,,,,null,,null,,null,,,
Perfect Store Rebase,APAC,Japan,,,,,,,,,,null,,null,,null,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10015,O.B.,,,O.B.,,,,,,,
TSKU (TDP),LATAM,Brazil,,,,,,B10015,O.B.,,,o.b.,,,,Tampons,,Feminine Care,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,TAMPONS,,,B10015,O.B.,,,o.b.,,,,Tampons,,Feminine Care,
Clavis,APAC,India,,,,,,B10015,O.B.,,,O.B.,,Tampons,,Sanpro,,Women's Health,
TSKU (TDP),APAC,India,,,,,,B10015,O.B.,,,o.b.,,,,Tampons,,Feminine Care,
Profitero,EMEA,United Kingdom,,C40055,Tampons,0,0,B10015,O.B.,,,O.B.,,,,,,Health & Personal Care,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,B10015,O.B.,,,O.b. Tampons,,O.b. Tampons,,Sanpro,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Ob,,,,Tampons,C40055,Women's Health,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Odol,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Odol,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Odol,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
LATAM Perfect Store,LATAM,Brazil,,,,,,B10010,OGX,,,OGX,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,BODY CLEANSING,,,B10010,OGX,,,OGX,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,"HAND, BODY & FOOT MOISTURIZING",,,B10010,OGX,,,OGX,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,CONDITIONER,,,B10010,OGX,,,OGX,,,,Conditioner,,Hair Care,
TSKU (TDP),EMEA,Germany,,,SHAMPOO,,,B10010,OGX,,,OGX,,,,Regular Shampoo,,Hair Care,
Profitero,EMEA,United Kingdom,,C40041,Conditioner,C50041,Conditioner,B10010,OGX,,,OGX,,Colour Care & Purple Conditioner,,Conditioner,,Health & Beauty,1
Profitero,EMEA,United Kingdom,,C40041,Conditioner,C50041,Conditioner,B10010,OGX,,,OGX,,Normal Hair - Everyday Conditioner,,Conditioner,,Health & Beauty,1
Profitero,EMEA,United Kingdom,,C40041,Conditioner,C50041,Conditioner,B10010,OGX,,,OGX,,Conditioner,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10010,OGX,,,OGX,,Regular Shampoo,,Hair Care,,Skin Care,1
Profitero,EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10010,OGX,,,OGX,,Shampoos & Conditioners,,Hair Care,,Beauty,0
Profitero,EMEA,United Kingdom,,C40063,Shampoo,0,0,B10010,OGX,,,OGX,,,,Hair Care,,Beauty,0
Profitero,EMEA,United Kingdom,,C40063,Shampoo,0,0,B10010,OGX,,,OGX,,Hair Masks & Oil,,Haircare & Styling,,Health & Beauty,0
Profitero,EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10010,OGX,,,OGX,,Colour Care & Purple Shampoo,,Shampoo,,Health & Beauty,1
Profitero,EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10010,OGX,,,OGX,,Normal Hair - Everyday Shampoo,,Shampoo,,Health & Beauty,1
Profitero,EMEA,United Kingdom,,C40049,Hair Treatments,0,0,B10010,OGX,,,OGX,,Face,,Skin Care,,Beauty,0
Profitero,EMEA,United Kingdom,,C40049,Hair Treatments,0,0,B10010,OGX,,,OGX,,Face,,Skin Care,,Beauty,0
Profitero,EMEA,United Kingdom,,C40063,Shampoo,0,0,B10010,OGX,,,OGX,,,,,,Hair,0
Profitero,EMEA,United Kingdom,,C40063,Shampoo,0,0,B10010,OGX,,,OGX,,,,,,beauty & skincare,0
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10010,OGX,,,OGX,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40022,Hand Body & Foot Moisturizing,C50010,Adult Body Moisturizing,B10010,OGX,,,OGX,,,,Adult Body Moisturisers,,Body Care,1
TSKU (TDP),EMEA,United Kingdom,,C40041,Conditioner,C50041,Conditioner,B10010,OGX,,,OGX,,,,Conditioner,,Hair Care,1
TSKU (TDP),EMEA,United Kingdom,,C40063,Shampoo,C50096,Shampoo,B10010,OGX,,,OGX,,,,Regular Shampoo,,Hair Care,1
TSKU (TDP),NA,United States,1,Body Cleansing,,,Adult Body Cleansing,B10010,OGX,,,OGX,,ADULT BODY CLEANSING LIQUID,,BODY CLEANSING,,BODY CARE,1
TSKU (TDP),NA,United States,1,Conditioner,,,Conditioner,B10010,OGX,,,OGX,,CONDITIONER,,HAIR CARE,,HAIR CARE,1
TSKU (TDP),NA,United States,1,Shampoo,,,Shampoo,B10010,OGX,,,OGX,,SHAMPOO,,HAIR CARE,,HAIR CARE,1
TSKU (TDP),NA,United States,1,Hair Styling,,,Styling Products,B10010,OGX,,,OGX,,STYLING AIDS,,HAIR CARE,,HAIR CARE,0
TSKU (TDP),NA,United States,1,Hand Body & Foot Moisturizing,,,Adult Body Moisturizing,B10010,OGX,,,OGX,,BODY MOISTURISING,,HAND BODY & FOOT MOISTURISING,,BODY CARE,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,COLD & COUGH,,,B10045,Olynth,,,Olynth,,,,Cold & Flu,,Cough & Cold,
TSKU (TDP),EMEA,Germany,,,COLD & COUGH,,,B10045,Olynth,,,Olynth,,,,Decongestants,,Cough & Cold,
TSKU (TDP),EMEA,United Kingdom,,C40012,Cold & Cough,C50067,Head / Decongestants,B10045,Olynth,,,Olynth,,,,Decongestants,,Cough & Cold,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,One Drop Only,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,One Drop Only,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,One Drop Only,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,Japan,,,,,,,,,,ORAL,,MouthW,,null,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Oral B,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Oral B,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Oral B,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Oralactin,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Oralactin,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Oralactin,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profitero,EMEA,United Kingdom,,C40027,Oral treatment,C50086,Oral treatment,B10054,Hexoral / Oraldene,,,Oraldene,,,,Dental Care,,Health & Personal Care,1
Profitero,EMEA,United Kingdom,,C40027,Oral treatment,C50086,Oral treatment,B10054,Hexoral / Oraldene,,,Oraldene,,Oral Treatment,,Oral Care,,Self Care,1
Profitero,EMEA,United Kingdom,,C40056,Mouthwash,C50079,Adult Mouthwash,B10054,Hexoral / Oraldene,,,Oraldene,,Regular Mouthwash,,Oral Care,,Essential Health,1
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,United Kingdom,,,,,,,,,,Oraldine,,Mouthwash,,Oral Care,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL Apple,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL Apple Small Pack,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL FOS Apple,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL Lemon,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL Orange,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL Plus Orange,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL REHYDRATE Apple,,OTC,,,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL,,ORSL REHYDRATE Orange,,OTC,,,
TSKU (TDP),APAC,India,1,,,,,B10032,ORSL,,,ORSL,,,,Oral Electrol Replacer,,Digestive Health,
Perfect Store Rebase,APAC,India,1,,,,,B10032,ORSL,,,ORSL / ORAC-L,,ORSL / ORAC-L,,Self Care,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,OTC,,Listerine,,OTC,,,
Perfect Store Rebase,APAC,India,,,,,,,,,,OTC,,OTC,,OTC,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Outdoor Freakz,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Outdoor Freakz,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Outdoor Freakz,,,,Mouthwash,C40056,Oral Care,
Profitero,EMEA,United Kingdom,,C40015,Digestive Health,C50017,Anthelmintics,B10089,Ovex,,,Ovex,,,,Digestive health,,Self Care,1
Profitero,EMEA,United Kingdom,,C40015,Digestive Health,C50017,Anthelmintics,B10089,Ovex,,,Ovex,,,,,,Self Care,1
TSKU (TDP),EMEA,United Kingdom,,C40015,Digestive Health,C50017,Anthelmintics,B10089,Ovex,,,Ovex,,,,Anthelmintics,,Digestive Health,1
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paediprotect,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paperdent,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paperdent,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Paperdent,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Parodontax,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Parodontax,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Parodontax,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,C40008,Baby Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,"HAND, BODY & FOOT MOISTURIZING",,,B10053,Penaten,,,Penaten,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,BODY CLEANSING,,,B10053,Penaten,,,Penaten,,,,Adult Body Moisturisers,,Body Care,
TSKU (TDP),EMEA,Germany,,,BABY TOILETRIES,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,,Baby Care,
TSKU (TDP),EMEA,Germany,,,KIDS/CHILD CARE,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,,Baby Care,
TSKU (TDP),EMEA,Germany,,,SHAMPOO,,,B10053,Penaten,,,Penaten,,,,Regular Shampoo,,Hair Care,
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50036,Baby Shampoo,B10053,Penaten,,,Penaten,,Hair Care,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50034,Baby Body Care Oil,B10053,Penaten,,,Penaten,,Oil,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,0,0,B10053,Penaten,,,Penaten,,,,Baby Toiletries,,Essential Health,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10053,Penaten,,,Penaten,,Bathing,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,C50027,Baby Cleanser Liquids ,B10053,Penaten,,,Penaten,,Bathing,,Health & Baby Care,,Baby Products,1
Profitero,EMEA,United Kingdom,,C40008,Baby Toiletries,0,0,B10053,Penaten,,,Penaten,,Skincare,,Health & Baby Care,,Baby Products,1
TSKU (TDP),EMEA,United Kingdom,,C40008,Baby Toiletries,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,,Baby Care,1
TSKU (TDP),EMEA,United Kingdom,,C40008,Baby Toiletries,,,B10053,Penaten,,,Penaten,,,,Baby Toiletries,,Baby Care,1
TSKU (TDP),NA,United States,,Digestive Health,,,Acid Relief/Antacids,B10017,Pepcid,,,PEPCID,,ACID RELIEF,,DIGESTIVE HEALTH,,DIGESTIVE HEALTH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Perlweiss,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Perlweiss,,,,Mouthwash,C40056,Oral Care,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Perlweiss,,,,Mouthwash,C40056,Oral Care,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Perfect Store Dashboard,EMEA,Germany,,,,,,,,,,Pink Tampons,,,,Tampons,C40055,Women's Health,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
TSKU (TDP),EMEA,Germany,,,AFTER SUN,,,B10061,Piz Buin,,,Piz Buin,,,,Aftersun,,Sun Care,
TSKU (TDP),EMEA,Germany,,,,,,B10061,Piz Buin,,,Piz Buin,,,,Lip Care,,Lip Care,
TSKU (TDP),EMEA,Germany,,,SUN PROTECTION,,,B10061,Piz Buin,,,Piz Buin,,,,Sun Protection,,Sun Care,
Profitero,EMEA,United Kingdom,,C40065,Sun Protection,0,0,B10061,Piz Buin,,,Piz Buin,,Sun Care & Tanning,,Skin Care,,Beauty,1
Profitero,EMEA,United Kingdom,,C40065,Sun Protection,0,0,B10061,Piz Buin,,,Piz Buin,,Sun Care & Tanning,,Skin Care,,Beauty,1
Profitero,EMEA,United Kingdom,,C40033,After Sun,C50013,After Sun,B10061,Piz Buin,,,Piz Buin,,Aftersun,,Sun Care,,Skin Care,1
